# Data taken from https://www.pokewiki.de/
german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Ambidiffel,https://www.pokewiki.de/Ambidiffel,424,4. Generation‍,Violett,Ambipom,800.000,50% ♂ 50% ♀,"1,2 m",Normal,"20,3 kg",100,115,75,60,66,66
Driftlon,https://www.pokewiki.de/Driftlon,425,4. Generation‍,Violett,Drifloon,1.640.000,50% ♂ 50% ♀,"0,4 m",Geist Flug,"1,2 kg",50,70,90,60,44,34
Drifzepeli,https://www.pokewiki.de/Drifzepeli,426,4. Generation‍,Violett,Drifblim,1.640.000,50% ♂ 50% ♀,"1,2 m",Geist Flug,"15,0 kg",80,80,150,90,54,44
Haspiror,https://www.pokewiki.de/Haspiror,427,4. Generation‍,Braun,Buneary,1.000.000,50% ♂ 50% ♀,"0,4 m",Normal,"5,5 kg",66,85,55,44,56,44
Schlapor,https://www.pokewiki.de/Schlapor,428,4. Generation‍,Braun,Lopunny,1.000.000,50% ♂ 50% ♀,"1,2 m1,3 m (Mega)",Normal   Normal Kampf (Mega),"33,3 kg28,3 kg (Mega)",76,105,65,54,96,84
Traunmagil,https://www.pokewiki.de/Traunmagil,429,4. Generation‍,Violett,Mismagius,800.000,50% ♂ 50% ♀,"0,9 m",Geist,"4,4 kg",60,105,60,105,105,60
Kramshef,https://www.pokewiki.de/Kramshef,430,4. Generation‍,Schwarz,Honchkrow,1.059.860,50% ♂ 50% ♀,"0,9 m",Unlicht Flug,"27,3 kg",125,71,100,105,52,52
Charmian,https://www.pokewiki.de/Charmian,431,4. Generation‍,Grau,Glameow,800.000,25% ♂ 75% ♀,"0,5 m",Normal,"3,9 kg",55,85,49,42,37,42
Shnurgarst,https://www.pokewiki.de/Shnurgarst,432,4. Generation‍,Grau,Purugly,800.000,25% ♂ 75% ♀,"1,0 m",Normal,"43,8 kg",82,112,71,64,59,64
Klingplim,https://www.pokewiki.de/Klingplim,433,4. Generation‍,Gelb,Chingling,800.000,50% ♂ 50% ♀,"0,2 m",Psycho,"0,6 kg",30,45,45,65,50,50
Skunkapuh,https://www.pokewiki.de/Skunkapuh,434,4. Generation‍,Violett,Stunky,1.000.000,50% ♂ 50% ♀,"0,4 m",Gift Unlicht,"19,2 kg",63,74,63,41,41,47
Skuntank,https://www.pokewiki.de/Skuntank,435,4. Generation‍,Violett,Skuntank,1.000.000,50% ♂ 50% ♀,"1,0 m",Gift Unlicht,"38,0 kg",93,84,103,71,61,67
Bronzel,https://www.pokewiki.de/Bronzel,436,4. Generation‍,Grün,Bronzor,1.000.000,—,"0,5 m",Stahl Psycho,"60,5 kg",24,23,57,24,86,86
Bronzong,https://www.pokewiki.de/Bronzong,437,4. Generation‍,Grün,Bronzong,1.000.000,—,"1,3 m",Stahl Psycho,"187,0 kg",89,33,67,79,116,116
Mobai,https://www.pokewiki.de/Mobai,438,4. Generation‍,Braun,Bonsly,1.000.000,50% ♂ 50% ♀,"0,5 m",Gestein,"15,0 kg",80,10,50,10,45,95
Pantimimi,https://www.pokewiki.de/Pantimimi,439,4. Generation‍,Rosa,Mime Jr.,1.000.000,50% ♂ 50% ♀,"0,6 m",Psycho Fee,"13,0 kg",25,60,20,70,90,45
Wonneira,https://www.pokewiki.de/Wonneira,440,4. Generation‍,Rosa,Happiny,800.000,100% ♀,"0,6 m",Normal,"24,4 kg",5,30,100,15,65,5
Plaudagei,https://www.pokewiki.de/Plaudagei,441,4. Generation‍,Schwarz,Chatot,1.059.860,50% ♂ 50% ♀,"0,5 m",Normal Flug,"1,9 kg",65,91,76,92,42,45
Kryppuk,https://www.pokewiki.de/Kryppuk,442,4. Generation‍,Violett,Spiritomb,1.000.000,50% ♂ 50% ♀,"1,0 m",Geist Unlicht,"108,0 kg",92,35,50,92,108,108
Kaumalat,https://www.pokewiki.de/Kaumalat,443,4. Generation‍,Blau,Gible,1.250.000,50% ♂ 50% ♀,"0,7 m",Drache Boden,"20,5 kg",70,42,58,40,45,45
Knarksel,https://www.pokewiki.de/Knarksel,444,4. Generation‍,Blau,Gabite,1.250.000,50% ♂ 50% ♀,"1,4 m",Drache Boden,"56,0 kg",90,82,68,50,55,65
Knakrack,https://www.pokewiki.de/Knakrack,445,4. Generation‍,Blau,Garchomp,1.250.000,50% ♂ 50% ♀,"1,9 m",Drache Boden,"95,0 kg",130,102,108,80,85,95
Mampfaxo,https://www.pokewiki.de/Mampfaxo,446,4. Generation‍,Schwarz,Munchlax,1.250.000,"87,5% ♂ 12,5% ♀","0,6 m",Normal,"105,0 kg",85,5,135,40,85,40
Riolu,https://www.pokewiki.de/Riolu,447,4. Generation‍,Blau,Riolu,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Kampf,"20,2 kg",70,60,40,35,40,40
Lucario,https://www.pokewiki.de/Lucario,448,4. Generation‍,Blau,Lucario,1.059.860,"87,5% ♂ 12,5% ♀","1,2 m 1,3 m (Mega)",Kampf Stahl,"54,0 kg 57,5 kg (Mega)",110,90,70,115,70,70
Hippopotas,https://www.pokewiki.de/Hippopotas,449,4. Generation‍,Braun,Hippopotas,1.250.000,50% ♂ 50% ♀,"0,8 m",Boden,"49,5 kg",72,32,68,38,42,78
Hippoterus,https://www.pokewiki.de/Hippoterus,450,4. Generation‍,Braun,Hippowdon,1.250.000,50% ♂ 50% ♀,"2,0 m",Boden,"300,0 kg",112,47,108,68,72,118
Pionskora,https://www.pokewiki.de/Pionskora,451,4. Generation‍,Violett,Skorupi,1.250.000,50% ♂ 50% ♀,"0,8 m",Gift Käfer,"12,0 kg",50,65,40,30,55,90
Piondragi,https://www.pokewiki.de/Piondragi,452,4. Generation‍,Violett,Drapion,1.250.000,50% ♂ 50% ♀,"1,3 m",Gift Unlicht,"61,5 kg",90,95,70,60,75,110
Glibunkel,https://www.pokewiki.de/Glibunkel,453,4. Generation‍,Blau,Croagunk,1.000.000,50% ♂ 50% ♀,"0,7 m",Gift Kampf,"23,0 kg",61,50,48,61,40,40
Toxiquak,https://www.pokewiki.de/Toxiquak,454,4. Generation‍,Blau,Toxicroak,1.000.000,50% ♂ 50% ♀,"1,3 m",Gift Kampf,"44,4 kg",106,85,83,86,65,65
Venuflibis,https://www.pokewiki.de/Venuflibis,455,4. Generation‍,Grün,Carnivine,1.250.000,50% ♂ 50% ♀,"1,4 m",Pflanze,"27,0 kg",100,46,74,90,72,72
Finneon,https://www.pokewiki.de/Finneon,456,4. Generation‍,Blau,Finneon,600.000,50% ♂ 50% ♀,"0,4 m",Wasser,"7,0 kg",49,66,49,49,61,56
Lumineon,https://www.pokewiki.de/Lumineon,457,4. Generation‍,Blau,Lumineon,600.000,50% ♂ 50% ♀,"1,2 m",Wasser,"24,0 kg",69,91,69,69,86,76
Mantirps,https://www.pokewiki.de/Mantirps,458,4. Generation‍,Blau,Mantyke,1.250.000,50% ♂ 50% ♀,"1,0 m",Wasser Flug,"65,0 kg",20,50,45,60,120,50
Shnebedeck,https://www.pokewiki.de/Shnebedeck,459,4. Generation‍,Weiß,Snover,1.250.000,50% ♂ 50% ♀,"1,0 m",Pflanze Eis,"50,5 kg",62,40,60,62,60,50
Rexblisar,https://www.pokewiki.de/Rexblisar,460,4. Generation‍,Weiß,Abomasnow,1.250.000,50% ♂ 50% ♀,"2,2 m 2,7 m (Mega)",Pflanze Eis,"135,5 kg 185,0 kg (Mega)",92,60,90,92,85,75
Snibunna,https://www.pokewiki.de/Snibunna,461,4. Generation‍,Schwarz,Weavile,1.059.860,50% ♂ 50% ♀,"1,1 m",Unlicht Eis,"34,0 kg",120,125,70,45,85,65
Magnezone,https://www.pokewiki.de/Magnezone,462,4. Generation‍,Grau,Magnezone,1.000.000,—,"1,2 m",Elektro Stahl,"180,0 kg",70,60,70,130,90,115
Schlurplek,https://www.pokewiki.de/Schlurplek,463,4. Generation‍,Rosa,Lickilicky,1.000.000,50% ♂ 50% ♀,"1,7 m",Normal,"140,0 kg",85,50,110,80,95,95
Rihornior,https://www.pokewiki.de/Rihornior,464,4. Generation‍,Grau,Rhyperior,1.250.000,50% ♂ 50% ♀,"2,4 m",Boden Gestein,"282,8 kg",140,40,115,55,55,130
Tangoloss,https://www.pokewiki.de/Tangoloss,465,4. Generation‍,Blau,Tangrowth,1.000.000,50% ♂ 50% ♀,"2,0 m",Pflanze,"128,6 kg",100,50,100,110,50,125
Elevoltek,https://www.pokewiki.de/Elevoltek,466,4. Generation‍,Gelb,Electivire,1.000.000,75% ♂ 25% ♀,"1,8 m",Elektro,"138,6 kg",123,95,75,95,85,67
Magbrant,https://www.pokewiki.de/Magbrant,467,4. Generation‍,Rot,Magmortar,1.000.000,75% ♂ 25% ♀,"1,6 m",Feuer,"68,0 kg",95,83,75,125,95,67
Togekiss,https://www.pokewiki.de/Togekiss,468,4. Generation‍,Weiß,Togekiss,800.000,"87,5% ♂ 12,5% ♀","1,5 m",Fee Flug,"38,0 kg",50,80,85,120,115,95
Yanmega,https://www.pokewiki.de/Yanmega,469,4. Generation‍,Grün,Yanmega,1.000.000,50% ♂ 50% ♀,"1,9 m",Käfer Flug,"51,5 kg",76,95,86,116,56,86
Folipurba,https://www.pokewiki.de/Folipurba,470,4. Generation‍,Grün,Leafeon,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Pflanze,"25,5 kg",110,95,65,60,65,130
Glaziola,https://www.pokewiki.de/Glaziola,471,4. Generation‍,Blau,Glaceon,1.000.000,"87,5% ♂ 12,5% ♀","0,8 m",Eis,"25,9 kg",60,65,65,130,95,110
Skorgro,https://www.pokewiki.de/Skorgro,472,4. Generation‍,Violett,Gliscor,1.059.860,50% ♂ 50% ♀,"2,0 m",Boden Flug,"42,5 kg",95,95,75,45,75,125
Mamutel,https://www.pokewiki.de/Mamutel,473,4. Generation‍,Braun,Mamoswine,1.250.000,50% ♂ 50% ♀,"2,5 m",Eis Boden,"291,0 kg",130,80,110,70,60,80
Porygon-Z,https://www.pokewiki.de/Porygon-Z,474,4. Generation‍,Rot,Porygon-Z,1.000.000,—,"0,9 m",Normal,"34,0 kg",80,90,85,135,75,70
Galagladi,https://www.pokewiki.de/Galagladi,475,4. Generation‍,Weiß,Gallade,1.250.000,100% ♂,"1,6 m",Psycho Kampf,"52,0 kg 56,4 kg (Mega)",125,80,68,65,115,65
Voluminas,https://www.pokewiki.de/Voluminas,476,4. Generation‍,Grau,Probopass,1.000.000,50% ♂ 50% ♀,"1,4 m",Gestein Stahl,"340,0 kg",55,40,60,75,150,145
Zwirrfinst,https://www.pokewiki.de/Zwirrfinst,477,4. Generation‍,Schwarz,Dusknoir,800.000,50% ♂ 50% ♀,"2,2 m",Geist,"106,6 kg",100,45,45,65,135,135
Frosdedje,https://www.pokewiki.de/Frosdedje,478,4. Generation‍,Weiß,Froslass,1.000.000,100% ♀,"1,3 m",Eis Geist,"26,6 kg",80,110,70,80,70,70
Rotom,https://www.pokewiki.de/Rotom,479,4. Generation‍,Rot,Rotom,1.000.000,—,"0,3 m",Elektro Geist (Normalform)Elektro Feuer(Hitze-Form)Elektro Wasser(Wasch-Form)Elektro Eis(Frost-Form)Elektro Flug(Wirbel-Form)Elektro Pflanze(Schneid-Form),"0,3 kg",50,91,50,95,77,77
Selfe,https://www.pokewiki.de/Selfe,480,4. Generation‍,Gelb,Uxie,1.250.000,—,"0,3 m",Psycho,"0,3 kg",75,95,75,75,130,130
Vesprit,https://www.pokewiki.de/Vesprit,481,4. Generation‍,Rosa,Mesprit,1.250.000,—,"0,3 m",Psycho,"0,3 kg",105,80,80,105,105,105
Tobutz,https://www.pokewiki.de/Tobutz,482,4. Generation‍,Blau,Azelf,1.250.000,—,"0,3 m",Psycho,"0,3 kg",125,115,75,125,70,70
Dialga,https://www.pokewiki.de/Dialga,483,4. Generation‍,Weiß,Dialga,1.250.000,—,"5,4 m",Stahl Drache,"683,0 kg",120,90,100,150,100,120
Palkia,https://www.pokewiki.de/Palkia,484,4. Generation‍,Violett,Palkia,1.250.000,—,"4,2 m",Wasser Drache,"336,0 kg",120,100,90,150,120,100
Heatran,https://www.pokewiki.de/Heatran,485,4. Generation‍,Braun,Heatran,1.250.000,50% ♂ 50% ♀,"1,7 m",Feuer Stahl,"430,0 kg",90,77,91,130,106,106
Regigigas,https://www.pokewiki.de/Regigigas,486,4. Generation‍,Weiß,Regigigas,1.250.000,—,"3,7 m",Normal,"420,0 kg",160,100,110,80,110,110
Giratina,https://www.pokewiki.de/Giratina,487,4. Generation‍,Schwarz,Giratina,1.250.000,—,"4,5 m (Wandelform)6,9 m (Urform)",Geist Drache,"750,0 kg (Wandelform)650,0 kg (Urform)",100,90,150,100,120,120
Cresselia,https://www.pokewiki.de/Cresselia,488,4. Generation‍,Gelb,Cresselia,1.250.000,100% ♀,"1,5 m",Psycho,"85,6 kg",70,85,120,75,130,120
Phione,https://www.pokewiki.de/Phione,489,4. Generation‍,Blau,Phione,1.250.000,—,"0,4 m",Wasser,"3,1 kg",80,80,80,80,80,80
Manaphy,https://www.pokewiki.de/Manaphy,490,4. Generation‍,Blau,Manaphy,1.250.000,—,"0,3 m",Wasser,"1,4 kg",100,100,100,100,100,100
Darkrai,https://www.pokewiki.de/Darkrai,491,4. Generation‍,Schwarz,Darkrai,1.250.000,—,"1,5 m",Unlicht,"50,5 kg",90,125,70,135,90,90
Shaymin,https://www.pokewiki.de/Shaymin,492,4. Generation‍,Grün,Shaymin,1.059.860,—,"0,2 m (Landform)0,4 m (Zenitform)",Pflanze  (Landform)Pflanze Flug (Zenitform),"2,1 kg (Landform)5,2 kg (Zenitform)",100,100,100,100,100,100
Arceus,https://www.pokewiki.de/Arceus,493,4. Generation‍,Grau,Arceus,1.250.000,—,"3,2 m",Normal  (variabel) (variiert je nach getragener Tafel),"320,0 kg",120,120,120,120,120,120
Victini,https://www.pokewiki.de/Victini,494,5. Generation‍,Gelb,Victini,1.250.000,—,"0,4 m",Psycho Feuer,"4,0 kg",100,100,100,100,100,100
Serpifeu,https://www.pokewiki.de/Serpifeu,495,5. Generation‍,Grün,Snivy,1.059.860,"87,5% ♂ 12,5% ♀","0,6 m",Pflanze,"8,1 kg",45,63,45,45,55,55
Efoserp,https://www.pokewiki.de/Efoserp,496,5. Generation‍,Grün,Servine,1.059.860,"87,5% ♂ 12,5% ♀","0,8 m",Pflanze,"16,0 kg",60,83,60,60,75,75
Serpiroyal,https://www.pokewiki.de/Serpiroyal,497,5. Generation‍,Grün,Serperior,1.059.860,"87,5% ♂ 12,5% ♀","3,3 m",Pflanze,"63,0 kg",75,113,75,75,95,95
Floink,https://www.pokewiki.de/Floink,498,5. Generation‍,Rot,Tepig,1.059.860,"87,5% ♂ 12,5% ♀","0,5 m",Feuer,"9,9 kg",63,45,65,45,45,45
Ferkokel,https://www.pokewiki.de/Ferkokel,499,5. Generation‍,Rot,Pignite,1.059.860,"87,5% ♂ 12,5% ♀","1,0 m",Feuer Kampf,"55,0 kg",93,55,90,70,55,55
Flambirex,https://www.pokewiki.de/Flambirex,500,5. Generation‍,Rot,Emboar,1.059.860,"87,5% ♂ 12,5% ♀","1,6 m",Feuer Kampf,"150,0 kg",123,65,110,100,65,65
Ottaro,https://www.pokewiki.de/Ottaro,501,5. Generation‍,Blau,Oshawott,1.059.860,"87,5% ♂ 12,5% ♀","0,5 m",Wasser,"5,9 kg",55,45,55,63,45,45
Zwottronin,https://www.pokewiki.de/Zwottronin,502,5. Generation‍,Blau,Dewott,1.059.860,"87,5% ♂ 12,5% ♀","0,8 m",Wasser,"24,5 kg",75,60,75,83,60,60
Admurai,https://www.pokewiki.de/Admurai,503,5. Generation‍,Blau,Samurott,1.059.860,"87,5% ♂ 12,5% ♀","1,5 m",Wasser,"94,6 kg",100,70,95,108,70,85
Nagelotz,https://www.pokewiki.de/Nagelotz,504,5. Generation‍,Braun,Patrat,1.000.000,50% ♂ 50% ♀,"0,5 m",Normal,"11,6 kg",55,42,45,35,39,39
Kukmarda,https://www.pokewiki.de/Kukmarda,505,5. Generation‍,Braun,Watchog,1.000.000,50% ♂ 50% ♀,"1,1 m",Normal,"27,0 kg",85,77,60,60,69,69
Yorkleff,https://www.pokewiki.de/Yorkleff,506,5. Generation‍,Braun,Lillipup,1.059.860,50% ♂ 50% ♀,"0,4 m",Normal,"4,1 kg",60,55,45,25,45,45
Terribark,https://www.pokewiki.de/Terribark,507,5. Generation‍,Grau,Herdier,1.059.860,50% ♂ 50% ♀,"0,9 m",Normal,"14,7 kg",80,60,65,35,65,65
Bissbark,https://www.pokewiki.de/Bissbark,508,5. Generation‍,Grau,Stoutland,1.059.860,50% ♂ 50% ♀,"1,2 m",Normal,"61,0 kg",110,80,85,45,90,90
Felilou,https://www.pokewiki.de/Felilou,509,5. Generation‍,Violett,Purrloin,1.000.000,50% ♂ 50% ♀,"0,4 m",Unlicht,"10,1 kg",50,66,41,50,37,37
Kleoparda,https://www.pokewiki.de/Kleoparda,510,5. Generation‍,Violett,Liepard,1.000.000,50% ♂ 50% ♀,"1,1 m",Unlicht,"37,5 kg",88,106,64,88,50,50
Vegimak,https://www.pokewiki.de/Vegimak,511,5. Generation‍,Grün,Pansage,1.000.000,"87,5% ♂ 12,5% ♀","0,6 m",Pflanze,"10,5 kg",53,64,50,53,48,48
Vegichita,https://www.pokewiki.de/Vegichita,512,5. Generation‍,Grün,Simisage,1.000.000,"87,5% ♂ 12,5% ♀","1,1 m",Pflanze,"30,5 kg",98,101,75,98,63,63
Grillmak,https://www.pokewiki.de/Grillmak,513,5. Generation‍,Rot,Pansear,1.000.000,"87,5% ♂ 12,5% ♀","0,6 m",Feuer,"11,0 kg",53,64,50,53,48,48
Grillchita,https://www.pokewiki.de/Grillchita,514,5. Generation‍,Rot,Simisear,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Feuer,"28,0 kg",98,101,75,98,63,63
Sodamak,https://www.pokewiki.de/Sodamak,515,5. Generation‍,Blau,Panpour,1.000.000,"87,5% ♂ 12,5% ♀","0,6 m",Wasser,"13,5 kg",53,64,50,53,48,48
Sodachita,https://www.pokewiki.de/Sodachita,516,5. Generation‍,Blau,Simipour,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Wasser,"29,0 kg",98,101,75,98,63,63
Somniam,https://www.pokewiki.de/Somniam,517,5. Generation‍,Rosa,Munna,800.000,50% ♂ 50% ♀,"0,6 m",Psycho,"23,3 kg",25,24,76,67,55,45
Somnivora,https://www.pokewiki.de/Somnivora,518,5. Generation‍,Rosa,Musharna,800.000,50% ♂ 50% ♀,"1,1 m",Psycho,"60,5 kg",55,29,116,107,95,85
Dusselgurr,https://www.pokewiki.de/Dusselgurr,519,5. Generation‍,Grau,Pidove,1.059.860,50% ♂ 50% ♀,"0,3 m",Normal Flug,"2,1 kg",55,43,50,36,30,50
Navitaub,https://www.pokewiki.de/Navitaub,520,5. Generation‍,Grau,Tranquill,1.059.860,50% ♂ 50% ♀,"0,6 m",Normal Flug,"15,0 kg",77,65,62,50,42,62
Fasasnob,https://www.pokewiki.de/Fasasnob,521,5. Generation‍,Grau,Unfezant,1.059.860,50% ♂ 50% ♀,"1,2 m",Normal Flug,"29,0 kg",115,93,80,65,55,80
Elezeba,https://www.pokewiki.de/Elezeba,522,5. Generation‍,Schwarz,Blitzle,1.000.000,50% ♂ 50% ♀,"0,8 m",Elektro,"29,8 kg",60,76,45,50,32,32
Zebritz,https://www.pokewiki.de/Zebritz,523,5. Generation‍,Schwarz,Zebstrika,1.000.000,50% ♂ 50% ♀,"1,6 m",Elektro,"79,5 kg",100,116,75,80,63,63
Kiesling,https://www.pokewiki.de/Kiesling,524,5. Generation‍,Blau,Roggenrola,1.059.860,50% ♂ 50% ♀,"0,4 m",Gestein,"18,0 kg",75,15,55,25,25,85
Sedimantur,https://www.pokewiki.de/Sedimantur,525,5. Generation‍,Blau,Boldore,1.059.860,50% ♂ 50% ♀,"0,9 m",Gestein,"102,0 kg",105,20,70,50,40,105
Brockoloss,https://www.pokewiki.de/Brockoloss,526,5. Generation‍,Blau,Gigalith,1.059.860,50% ♂ 50% ♀,"1,7 m",Gestein,"260,0 kg",135,25,85,60,80,130
Fleknoil,https://www.pokewiki.de/Fleknoil,527,5. Generation‍,Blau,Woobat,1.000.000,50% ♂ 50% ♀,"0,4 m",Psycho Flug,"2,1 kg",45,72,65,55,43,43
Fletiamo,https://www.pokewiki.de/Fletiamo,528,5. Generation‍,Blau,Swoobat,1.000.000,50% ♂ 50% ♀,"0,9 m",Psycho Flug,"10,5 kg",57,114,67,77,55,55
Rotomurf,https://www.pokewiki.de/Rotomurf,529,5. Generation‍,Grau,Drilbur,1.000.000,50% ♂ 50% ♀,"0,3 m",Boden,"8,5 kg",85,68,60,30,45,40
Stalobor,https://www.pokewiki.de/Stalobor,530,5. Generation‍,Grau,Excadrill,1.000.000,50% ♂ 50% ♀,"0,7 m",Boden Stahl,"40,4 kg",135,88,110,50,65,60
Ohrdoch,https://www.pokewiki.de/Ohrdoch,531,5. Generation‍,Rosa,Audino,800.000,50% ♂ 50% ♀,"1,1 m 1,5 m (Mega)",Normal   Normal Fee (Mega),"31,0 kg 32,0 kg (Mega)",60,50,103,60,86,86
Praktibalk,https://www.pokewiki.de/Praktibalk,532,5. Generation‍,Grau,Timburr,1.059.860,75% ♂ 25% ♀,"0,6 m",Kampf,"12,5 kg",80,35,75,25,35,55
Strepoli,https://www.pokewiki.de/Strepoli,533,5. Generation‍,Grau,Gurdurr,1.059.860,75% ♂ 25% ♀,"1,2 m",Kampf,"40,0 kg",105,40,85,40,50,85
Meistagrif,https://www.pokewiki.de/Meistagrif,534,5. Generation‍,Braun,Conkeldurr,1.059.860,75% ♂ 25% ♀,"1,4 m",Kampf,"87,0 kg",140,45,105,55,65,95
Schallquap,https://www.pokewiki.de/Schallquap,535,5. Generation‍,Blau,Tympole,1.059.860,50% ♂ 50% ♀,"0,5 m",Wasser,"4,5 kg",50,64,50,50,40,40
Mebrana,https://www.pokewiki.de/Mebrana,536,5. Generation‍,Blau,Palpitoad,1.059.860,50% ♂ 50% ♀,"0,8 m",Wasser Boden,"17,0 kg",65,69,75,65,55,55
Branawarz,https://www.pokewiki.de/Branawarz,537,5. Generation‍,Blau,Seismitoad,1.059.860,50% ♂ 50% ♀,"1,5 m",Wasser Boden,"62,0 kg",95,74,105,85,75,75
Jiutesto,https://www.pokewiki.de/Jiutesto,538,5. Generation‍,Rot,Throh,1.000.000,100% ♂,"1,3 m",Kampf,"55,5 kg",100,45,120,30,85,85
Karadonis,https://www.pokewiki.de/Karadonis,539,5. Generation‍,Blau,Sawk,1.000.000,100% ♂,"1,4 m",Kampf,"51,0 kg",125,85,75,30,75,75
Strawickl,https://www.pokewiki.de/Strawickl,540,5. Generation‍,Gelb,Sewaddle,1.059.860,50% ♂ 50% ♀,"0,3 m",Käfer Pflanze,"2,5 kg",53,42,45,40,60,70
Folikon,https://www.pokewiki.de/Folikon,541,5. Generation‍,Grün,Swadloon,1.059.860,50% ♂ 50% ♀,"0,5 m",Käfer Pflanze,"7,3 kg",63,42,55,50,80,90
Matrifol,https://www.pokewiki.de/Matrifol,542,5. Generation‍,Gelb,Leavanny,1.059.860,50% ♀ 50% ♂,"1,2 m",Käfer Pflanze,"20,5 kg",103,92,75,70,80,80
Toxiped,https://www.pokewiki.de/Toxiped,543,5. Generation‍,Rot,Venipede,1.059.860,50% ♂ 50% ♀,"0,4 m",Käfer Gift,"5,3 kg",45,57,30,30,39,59
Rollum,https://www.pokewiki.de/Rollum,544,5. Generation‍,Grau,Whirlipede,1.059.860,50% ♂ 50% ♀,"1,2 m",Käfer Gift,"58,5 kg",55,47,40,40,79,99
Cerapendra,https://www.pokewiki.de/Cerapendra,545,5. Generation‍,Rot,Scolipede,1.059.860,50% ♂ 50% ♀,"2,5 m",Käfer Gift,"200,5 kg",100,112,60,55,69,89
Waumboll,https://www.pokewiki.de/Waumboll,546,5. Generation‍,Grün,Cottonee,1.000.000,50% ♂ 50% ♀,"0,3 m",Pflanze Fee,"0,6 kg",27,66,40,37,50,60
Elfun,https://www.pokewiki.de/Elfun,547,5. Generation‍,Grün,Whimsicott,1.000.000,50% ♂ 50% ♀,"0,7 m",Pflanze Fee,"6,6 kg",67,116,60,77,75,85
Lilminip,https://www.pokewiki.de/Lilminip,548,5. Generation‍,Grün,Petilil,1.000.000,100% ♀,"0,5 m",Pflanze,"6,6 kg",35,30,45,70,50,50
Dressella,https://www.pokewiki.de/Dressella,549,5. Generation‍,Grün,Lilligant,1.000.000,100% ♀,"1,1 m",Pflanze,"16,3 kg",60,90,70,110,75,75
Barschuft,https://www.pokewiki.de/Barschuft,550,5. Generation‍,Grün,Basculin,1.000.000,50% ♂ 50% ♀,"1,0 m",Wasser,"18,0 kg",92,98,70,80,55,65
Ganovil,https://www.pokewiki.de/Ganovil,551,5. Generation‍,Braun,Sandile,1.059.860,50% ♂ 50% ♀,"0,7 m",Boden Unlicht,"15,2 kg",72,65,50,35,35,35
Rokkaiman,https://www.pokewiki.de/Rokkaiman,552,5. Generation‍,Braun,Krokorok,1.059.860,50% ♂ 50% ♀,"1,0 m",Boden Unlicht,"33,4 kg",82,74,60,45,45,45
Rabigator,https://www.pokewiki.de/Rabigator,553,5. Generation‍,Rot,Krookodile,1.059.860,50% ♂ 50% ♀,"1,5 m",Boden Unlicht,"96,3 kg",117,92,95,65,70,80
Flampion,https://www.pokewiki.de/Flampion,554,5. Generation‍,Rot,Darumaka,1.059.860,50% ♂ 50% ♀,"0,6 m",Feuer,"37,5 kg",90,50,70,15,45,45
Flampivian,https://www.pokewiki.de/Flampivian,555,5. Generation‍,Rot,Darmanitan,1.059.860,50% ♂ 50% ♀,"1,3 m",Feuer  (Normalform)Feuer Psycho (Trance-Modus),"92,9 kg",140,95,105,30,55,55
Maracamba,https://www.pokewiki.de/Maracamba,556,5. Generation‍,Grün,Maractus,1.000.000,50% ♂ 50% ♀,"1,0 m",Pflanze,"28,0 kg",86,60,75,106,67,67
Lithomith,https://www.pokewiki.de/Lithomith,557,5. Generation‍,Rot,Dwebble,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer Gestein,"14,5 kg",65,55,50,35,35,85
Castellith,https://www.pokewiki.de/Castellith,558,5. Generation‍,Rot,Crustle,1.000.000,50% ♂ 50% ♀,"1,4 m",Käfer Gestein,"200,0 kg",105,45,70,65,75,125
Zurrokex,https://www.pokewiki.de/Zurrokex,559,5. Generation‍,Gelb,Scraggy,1.000.000,50% ♂ 50% ♀,"0,6 m",Unlicht Kampf,"11,8 kg",75,48,50,35,70,70
Irokex,https://www.pokewiki.de/Irokex,560,5. Generation‍,Rot,Scrafty,1.000.000,50% ♂ 50% ♀,"1,1 m",Unlicht Kampf,"30,0 kg",90,58,65,45,115,115
Symvolara,https://www.pokewiki.de/Symvolara,561,5. Generation‍,Schwarz,Sigilyph,1.000.000,50% ♂ 50% ♀,"1,4 m",Psycho Flug,"14,0 kg",58,97,72,103,80,80
Makabaja,https://www.pokewiki.de/Makabaja,562,5. Generation‍,Schwarz,Yamask,1.000.000,50% ♂ 50% ♀,"0,5 m",Geist,"1,5 kg",30,30,38,55,65,85
Echnatoll,https://www.pokewiki.de/Echnatoll,563,5. Generation‍,Gelb,Cofagrigus,1.000.000,50% ♂ 50% ♀,"1,7 m",Geist,"76,5 kg",50,30,58,95,105,145
Galapaflos,https://www.pokewiki.de/Galapaflos,564,5. Generation‍,Blau,Tirtouga,1.000.000,"87,5% ♂ 12,5% ♀","0,7 m",Wasser Gestein,"16,5 kg",78,22,54,53,45,103
Karippas,https://www.pokewiki.de/Karippas,565,5. Generation‍,Blau,Carracosta,1.000.000,"87,5% ♂ 12,5% ♀","1,2 m",Wasser Gestein,"82,0 kg",108,32,74,83,65,133
